licensepermitid,premisescounty,description,legalname,dba,actualaddressofpremises,city,statename,zipcode,originalissuedate,expirationdate,georeference
0346-22-118301,New York,Catering Establishment,HSS PROPERTIES CORPORATION,THE BELAIRE CAFE,525 E 71 ST STREET,NEW YORK,New York,10021,01/09/2025,12/31/2026,POINT (-73.95272 40.76551)
0340-25-119544,Queens,Restaurant,LA ADELITA DE WOODSIDE RESTAURANT CORP,,53-21 Roosevelt Ave,Woodside,New York,11377,08/13/2025,02/28/2027,POINT (-73.91076 40.74468)
0340-24-126772,Bronx,Restaurant,Dacks Cuisine Inc,,3431 Eastchester Rd,Bronx,New York,10469,08/30/2024,07/31/2026,POINT (-73.84654 40.87735)
0340-25-100834,New York,Restaurant,Doscca Torce Bar & Grill Inc,Tiny Tapas & Bites,501 West 214th St,New York,New York,10034,01/14/2025,12/31/2026,POINT (-73.91591 40.86898)
0346-25-115327,New York,Catering Establishment,Biteunite of USA LLC,,247 W 30th St,New York,New York,10001,06/30/2025,05/31/2027,POINT (-73.9942 40.74921)
0340-24-115878,New York,Restaurant,ES USA NYC LLC,ELECTRIC SHUFFLE,44 W 30TH ST,NEW YORK,New York,10001,06/01/2024,05/31/2026,POINT (-73.98881 40.74694)
0340-25-126560,New York,Restaurant,Arvine Hospitality LLC,Arvine,19 Greenwich Ave,New York,New York,10014,10/17/2025,09/30/2027,POINT (-73.9999 40.73455)
0340-25-113842,New York,Restaurant,Fan Szechuan Cuisine Inc,,103 Essex St,New York,New York,10002,06/13/2025,05/31/2027,POINT (-73.98795 40.71903)
0346-22-116042,New York,Catering Establishment,"SCOOZI EVENTS NYC, INC.",SCOOZI,517 W 37TH ST,NEW YORK,New York,10018,06/26/2024,06/30/2026,POINT (-73.99873 40.75689)
0370-24-120987-01,Queens,Additional Bar,GITA GANESH RAM RESTAURANT CORP,FLAMINGO RESTAURANT AND MANTRA LOUNGE,12004 ROCKAWAY BLV,SOUTH OZONE PARK,New York,11420,07/11/2024,07/31/2026,POINT (-73.81789 40.67592)
0340-23-134318,New York,Restaurant,TS2 HOSPITALITY LLC,THE SMITH,956 2ND AVE,NEW YORK,New York,10022,08/19/2025,09/30/2027,POINT (-73.96819 40.75535)
0340-24-123048,New York,Restaurant,47 Hospitality LLC,Reserve Cut,109 E 56th St,New York,New York,10022,07/29/2024,06/30/2026,POINT (-73.97049 40.76061)
0340-25-130689,Kings,Restaurant,Frijoleros Restaurant Inc.,,131 Greenpoint Avenue,Brooklyn,New York,11222,12/02/2025,11/30/2027,POINT (-73.9548 40.73013)
0340-24-123863,New York,Restaurant,HIBISCUS MEXPRO INC,EL GALLO TAQUERIA,609 9TH AVE,NEW YORK,New York,10036,08/05/2024,07/31/2026,POINT (-73.99205 40.75926)
0340-23-128827,Bronx,Restaurant,RANCHO LOS TEPETATEZ LLC,MAMA PUEBLA,3465 E TREMONT AVE,BRONX,New York,10465,05/22/2025,05/31/2027,POINT (-73.82724 40.83187)
0340-23-135335,Bronx,Restaurant,MILLYS CORNER RESTAURANT AND BAR CORP,,1129 LONGWOOD AVE,BRONX,New York,10474,01/10/2025,01/31/2027,POINT (-73.89319 40.81451)
0370-24-115626-01,Queens,Additional Bar,"RED DISTRICT CORP, THE",,3131 STEINWAY ST,ASTORIA,New York,11103,06/27/2024,05/31/2026,POINT (-73.91776 40.7605)
0349-23-124904,New York,Club,SALMAGUNDI CLUB INC,,47 5TH AVENUE,NEW YORK,New York,10003,05/27/2025,02/28/2027,POINT (-73.99479 40.73439)
0340-23-139245,Kings,Restaurant,PAZ PIZZA & RESTAURANT INC,PUERTA DEL SOL RESTAURANT,1550 BAY RIDGE AVE,BROOKLYN,New York,11219,08/11/2025,07/31/2027,POINT (-73.99819 40.62026)
0340-23-130033,New York,Restaurant,BROOKLYN DINER USA L P,BROOKLYN DINER USA INC G P,212 WEST 57TH ST,NEW YORK,New York,10019,02/25/2025,02/28/2027,POINT (-73.98064 40.76579)
0340-22-115302,Kings,Restaurant,DURUM LLC,LARINA,387 MYRTLE AVE,BROOKLYN,New York,11205,06/05/2024,06/30/2026,POINT (-73.97042 40.69314)
0340-25-122263,New York,Restaurant,Empire Flame & Dynasty Sushi Inc,Flame Hibachi & Dynasty Dim Sum,381 3rd Ave,New York,New York,10016,09/10/2025,08/31/2027,POINT (-73.98113 40.74159)
0340-23-128627,New York,Restaurant,BRICKYARD CRAFT KITCHEN AND BAR INC,,23 PARK PL,NEW YORK,New York,10007,01/27/2025,01/31/2027,POINT (-74.00885 40.71307)
0340-25-117871,New York,Restaurant,Puro Sabor A Mexicano Inc,Puro Sabor A Mexicano,1551 Saint Nicholas Ave,New York,New York,10040,07/26/2025,06/30/2027,POINT (-73.93075 40.85341)
0340-23-135893,New York,Restaurant,FIVE IRON GOLF NYC LLC,,1681 3RD AVE,NEW YORK,New York,10128,02/07/2025,02/28/2027,POINT (-73.95016 40.78405)
0340-23-164821,New York,Restaurant,"WOLFE ON AMSTERDAM INC, THE",,425 AMSTERDAM AVE,NEW YORK,New York,10024,11/09/2025,11/30/2027,POINT (-73.97766 40.78405)
0361-24-112982-04,New York,Additional Bar,VIKING CRUISES USA LTD,VIKING MARS,711 23TH AVE,NEW YORK,New York,10019,05/10/2024,04/30/2026,POINT (-73.99292 40.74276)
0423-21-119431,Richmond,Additional Bar,MILLER'S ALE HOUSE INC,,2883 RICHMOND AVE,STATEN ISLAND,New York,10312,09/15/2025,10/31/2027,POINT (-74.16942 40.57491)
0423-21-120182,New York,Additional Bar,"LEVY PREMIUM FOODSERVICE LP, REST ASSO INC&NY CONV",LEVY@JAVITS CENTER,655 W 34TH ST,NEW YORK,New York,10001,11/12/2025,11/30/2027,POINT (-74.00198 40.75657)
0423-22-112086,New York,Additional Bar,"MSG ARENA, LLC",BEER WINE CIDER LIQUOR,4 PENNSYLVANIA PLAZA,NEW YORK,New York,10121,01/06/2026,01/31/2028,POINT (-73.99224 40.75058)
0423-22-109715,Queens,Additional Bar,LEVY PREMIUM FOODSERVICE LP,FULL LIQUOR,USTA NATIONAL TENNIS CENTER,FLUSHING,New York,11368,07/31/2024,07/31/2026,
0423-22-106887,New York,Additional Bar,TOZZER LTD,"NIAGRA,TOMPKINS SQUARE BAR, LOVERS OF TODAY & 96 T",112 AVENUE A,NEW YORK,New York,10009,05/24/2024,05/31/2026,POINT (-73.9836 40.72595)
0423-23-134972,New York,Additional Bar,MAIDENEIRE LLC,,9 11 MAIDEN LN,NEW YORK,New York,10038,03/19/2025,03/31/2027,POINT (-74.00941 40.70951)
0423-23-138966,New York,Additional Bar,BROADWAY HOSPITALITY VENTURE LLC,,221 W 46TH ST,NEW YORK,New York,10036,08/14/2025,08/31/2027,POINT (-73.9864 40.75914)
0423-23-137548,Queens,Additional Bar,GENTING NEW YORK LLC,RESORTS WORLD CASINO NEW YORK CITY,11000 ROCKAWAY BLVD,JAMAICA,New York,11420,09/26/2025,09/30/2027,POINT (-73.83176 40.67298)
0423-23-132417,New York,Additional Bar,EAGLE OPEN KITCHEN LLC,,548-554 WEST 28TH ST,NEW YORK,New York,10001,08/19/2025,08/31/2027,POINT (-74.00405 40.75174)
0417-22-100395,Bronx,Cabaret,856 RIVER AVE REST CORP,BILLY'S AT THE STADIUM,58 E 161ST ST,BRONX,New York,10451,11/19/2024,11/30/2026,POINT (-73.92556 40.82752)
0423-21-116735,New York,Additional Bar,B&G HOSPITALITY LLC,,343 W BROADWAY,NEW YORK,New York,10013,12/18/2025,12/31/2027,POINT (-74.00355 40.72267)
0423-23-132124,New York,Additional Bar,CAMELOT CASTLE LLC,,45 W 27TH ST,NEW YORK,New York,10001,06/10/2025,06/30/2027,POINT (-73.9901 40.74506)
0423-23-131220,New York,Additional Bar,HYATT EQUITIES LLC,GRAND HYATT HOTEL,109 E 42ND STREET,NEW YORK,New York,10017,10/16/2024,10/31/2026,POINT (-73.97621 40.75155)
0423-22-106471,New York,Additional Bar,37 EAST REST CORP,,37 E 28TH ST,NEW YORK,New York,10016,11/07/2024,11/30/2026,POINT (-73.98476 40.74361)
0423-23-133754,Bronx,Additional Bar,"LEGENDS HOSPITALITY, LLC & NEW YORK YANKEES PARTNERSHIP",SUITE CLUB 000 LEVEL PUBLIC,ONE EAST 161ST STREET,BRONX,New York,10451,02/24/2025,02/28/2027,POINT (-73.9276 40.82863)
0423-22-108872,New York,Additional Bar,"HHC Bridgeview, LLC & Creative Culinary Management Company LLC",LLC DBA RESTAURANT BAR #4,95 SOUTH ST,NEW YORK,New York,10038,06/11/2024,06/30/2026,POINT (-74.00257 40.70657)
0423-22-111049,New York,Additional Bar,SMASHBURGER ACQUISITION - NY LLC,ADD BAR,804 LEXINGTON AVE,MANHATTAN,New York,10065,07/25/2024,07/31/2026,POINT (-73.96674 40.76421)
0423-23-139094,New York,Additional Bar,"NY 37TH ES LLC, 2 RIVERS OPERATING TENANT LLC & 2",RIVERS HOSP LLC// MIDTOWN MAHATTAN EMBASSY SUITES,60 W 37TH ST,NEW YORK,New York,10018,08/13/2025,08/31/2027,POINT (-73.98571 40.75141)
0423-22-112429,New York,Additional Bar,IFNOTNOW LLC,,100 CHURCH ST,NEW YORK,New York,10007,02/27/2026,02/29/2028,POINT (-74.00949 40.713)
0423-23-133767,Queens,Additional Bar,"Aramark Sports and Entertainment Services, LLC",ALONG 3RD BASE - FIELD,126TH STREET AND ROOSEVELT AVE,FLUSHING,New York,11368,03/04/2025,02/28/2027,POINT (-73.84322 40.75535)
0423-23-137599,New York,Additional Bar,BG BAR INC,MEHANATA BULGARIAN BAR,113 LUDLOW ST,NEW YORK,New York,10002,02/14/2025,02/28/2027,POINT (-73.98868 40.71943)
0423-23-137787,Bronx,Additional Bar,"LEGENDS HOSPITALITY, LLC & NEW YORK YANKEES PARTNERSHIP",SUITE CLUB 000 LEVEL PUBLIC,ONE EAST 161ST STREET,BRONX,New York,10451,02/24/2025,02/28/2027,POINT (-73.9276 40.82863)
0423-22-103028,Queens,Additional Bar,DMI INC,,52-19 FLUSHING AVE,MASPETH,New York,11378,04/30/2024,04/30/2026,POINT (-73.91336 40.71501)
0423-22-102983,New York,Additional Bar,"The Metropolitan Museum of Art & Restaurant Associates, LLC",,99 MARGARET CORBIN DR,NEW YORK,New York,10040,07/17/2024,07/31/2026,POINT (-73.93211 40.86552)
0423-22-111895,Queens,Additional Bar,ASTORIA BRICK LLC,,33-01 31ST AVE,ASTORIA,New York,11106,07/25/2024,08/31/2026,POINT (-73.92175 40.76351)
0423-24-112083,Kings,Additional Bar,DLS EVENTS LLC,2nd FLOOR ADDITIONAL BAR,261 7 DRIGGS AVE,BROOKLYN,New York,11222,05/03/2024,03/31/2026,POINT (-73.93918 40.72354)
0423-22-109275,New York,Additional Bar,TRIBECA HOTEL LLC TRIBECA LOBBY BAR LLC PRIMO MGMT,LLC SERAFINA TRIBECA REST LLC DBA: FREDERICK HOTEL,95 W BROADWAY,NEW YORK,New York,10007,02/25/2026,01/31/2028,POINT (-74.00906 40.71574)
0423-23-133674,Queens,Additional Bar,"Aramark Sports and Entertainment Services, LLC",CONCESSION STAND,126TH STREET AND ROOSEVELT AVE,FLUSHING,New York,11368,02/14/2025,02/28/2027,POINT (-73.84322 40.75535)
0423-23-131876,New York,Additional Bar,NOBU 57 LLC,ADDL BAR MEZZANINE SUSHI BAR COUNTR,40 WEST 57TH STREET,NEW YORK,New York,10019,06/23/2025,06/30/2027,POINT (-73.97579 40.76373)
0423-23-133192,Queens,Additional Bar,"LAGUARDIA USA, LLC",ROSSI PIZZERIA AND FLATIRON TAVERN,LAGUARDIA AIRPORT CONCOURSE G,FLUSHING,New York,11371,10/30/2025,10/31/2027,
0417-22-102452-01,Queens,Additional Bar,DMI INC,OUTSIDE PATIO BAR 1,52-19 FLUSHING AVE,MASPETH,New York,11378,09/08/2025,04/30/2026,POINT (-73.91336 40.71501)
0423-22-103832,New York,Additional Bar,"BOWERY HOTEL LLC, THE",,335 BOWERY AKA 4 E 3RD ST,NEW YORK,New York,10003,12/09/2024,12/31/2026,POINT (-73.99188 40.72613)
0423-23-128503,New York,Additional Bar,LTF CLUB OPERATIONS COMPANY INC,{CELLAR - LEVEL A},29 NEW ST,NEW YORK,New York,10005,02/07/2025,01/31/2027,POINT (-74.01179 40.70668)
0423-23-132492,Queens,Additional Bar,"Aramark Sports and Entertainment Services, LLC",CONCESSION STAND,126TH STREET AND ROOSEVELT AVE,FLUSHING,New York,11368,02/19/2025,02/28/2027,POINT (-73.84322 40.75535)
0423-22-104327,New York,Additional Bar,TAK HOSPITALITY LLC & HYATT CORPORATION,ANDAZ FIFTH AVE,485 5TH AVENUE,NEW YORK,New York,10017,07/03/2024,06/30/2026,POINT (-73.98126 40.75297)
0417-26-136577-02,Kings,Additional Bar,NG Events LLC,,"Brooklyn Navy Yard, Assembly RD",Brooklyn,New York,11205,03/02/2026,01/31/2028,
0423-23-130776,New York,Additional Bar,49W64 RESTAURANT LLC & MC Hospitality Group LLC,Rampoldi,49 W 64TH ST,NEW YORK,New York,10023,06/10/2025,06/30/2027,POINT (-73.98157 40.77195)
0423-23-130280,New York,Additional Bar,RADIO CITY PRODUCTIONS LLC,MEZZANINE LEVEL - BEER WINE CIDER LIQUOR,1260 AVENUE OF THE AMERICAS,NEW YORK,New York,10020,03/30/2025,03/31/2027,POINT (-73.98006 40.76037)
0423-22-106218,New York,Additional Bar,LAM PLATT STREET HOTEL LLC & SICHUAN FISH INC,WUISH KITCHEN & BAR,4 10 PLATT ST,NEW YORK,New York,10038,12/30/2025,01/31/2028,POINT (-74.00631 40.70748)
0423-22-104038,Kings,Additional Bar,LEVY PREMIUM FOODSERVICE LP,PORTABLE BOTTLED BEER; LEVEL 3,620 ATLANTIC AVE,BROOKLYN,New York,11217,08/11/2024,08/31/2026,POINT (-73.97586 40.68347)
0423-23-132472,Queens,Additional Bar,"Aramark Sports and Entertainment Services, LLC",CITI FIELD,126TH STREET AND ROOSEVELT AVE,FLUSHING,New York,11368,02/14/2025,02/28/2027,POINT (-73.84322 40.75535)
0423-22-105683,New York,Additional Bar,230FA LLC,ADDL BAR,230 5 AV 1148 56BWAY228 32 5AV,NEW YORK,New York,10001,03/03/2026,03/31/2028,POINT (-73.98788 40.74388)
0423-23-133026,New York,Additional Bar,620 VENUE LLC,{ROOFTOP - TENTED AREA},620 5TH AVE,NEW YORK,New York,10020,04/17/2025,04/30/2027,POINT (-73.9773 40.75839)
0423-23-131840,Queens,Additional Bar,ASPL CAFE INC,ADDL BAR LEFT REAR,34 48 STEINWAY ST LEFT REAR,LONG ISLAND CITY,New York,11101,04/25/2025,05/31/2027,POINT (-73.92404 40.75281)
0417-25-132370,Kings,Cabaret,"Elsewhere Group, Inc.",Elsewhere,599 Johnson Avenue,Brooklyn,New York,11237,12/24/2025,11/30/2027,POINT (-73.92313 40.70923)
0371-23-130972-11,Queens,Additional Bar-Seasonal,LEVY PREMIUM FOODSERVICE LP,LEVY @ FOREST HILLS STADIUM,69-50 BURNS ST,FOREST HILLS,New York,11375,02/24/2026,10/31/2026,POINT (-73.84724 40.71981)
0423-24-104273,New York,Additional Bar,"AMERICAN MULTI-CINEMA, INC.",AMC EMPIRE 25,234 W 42ND ST,NEW YORK,New York,10036,11/21/2025,11/30/2027,POINT (-73.98855 40.75671)
0423-22-113899,New York,Additional Bar,BRITTANIA 54TH HOTEL CORP,,1701 BROADWAY- LOBBY LEVEL,NEW YORK,New York,10019,07/23/2024,07/31/2026,POINT (-73.98255 40.76389)
0423-23-134559,Bronx,Additional Bar,"LEGENDS HOSPITALITY, LLC & NEW YORK YANKEES PARTNERSHIP",SUITE CLUB 000 LEVEL PUBLIC,ONE EAST 161ST STREET,BRONX,New York,10451,02/24/2025,02/28/2027,POINT (-73.9276 40.82863)
0423-23-128191,New York,Additional Bar,BOP NW LLC BOP NW HOTEL TRS LLC BOP NW REST LLC,THE PENDRY MANHATTAN WEST/ZOU ZOU'S,442 W 33RD ST,NEW YORK,New York,10001,08/28/2025,08/31/2027,POINT (-73.9984 40.7534)
0423-23-133538,New York,Additional Bar,485 ROOFTOP LLC & SEVENTH AVENUE HOSPITALITY LLC,WEST WING BAR - BEER WINE CIDER LIQUOR,485 7TH AVE,NEW YORK,New York,10018,08/22/2025,08/31/2027,POINT (-73.9895 40.75247)
0423-23-128192,New York,Additional Bar,BOP NW LLC BOP NW HOTEL TRS LLC BOP NW REST LLC,THE PENDRY MANHATTAN WEST/ZOU ZOU'S,442 W 33RD ST,NEW YORK,New York,10001,08/28/2025,08/31/2027,POINT (-73.9984 40.7534)
0423-23-132626,Richmond,Additional Bar,RICHMOND COUNTY YACHT CLUB INC,,142 MANSION AVE,STATEN ISLAND,New York,10308,02/24/2025,02/28/2027,POINT (-74.14021 40.54429)
0423-23-133504,Bronx,Additional Bar,"LEGENDS HOSPITALITY, LLC & NEW YORK YANKEES PARTNERSHIP",SUITE CLUB 000 LEVEL PUBLIC,ONE EAST 161ST STREET,BRONX,New York,10451,02/24/2025,02/28/2027,POINT (-73.9276 40.82863)
0423-23-136904,New York,Additional Bar,GROTTA AZZURRA INN INC,,177 MULBERRY STREET,NEW YORK,New York,10013,06/13/2025,06/30/2027,POINT (-73.99692 40.72029)
0423-22-112783,New York,Additional Bar,BROOKLYN CHOP HOUSE TIMES SQUARE LLC,{SUB-CELLAR},253 W 47TH ST,NEW YORK,New York,10036,01/13/2026,01/31/2028,POINT (-73.98651 40.76001)
0423-21-120417,Kings,Additional Bar,MEXCALLI LLC AND YOURS SINCERELY LLC,,41 WILSON AVE,BROOKLYN,New York,11237,12/09/2025,11/30/2027,POINT (-73.9293 40.70273)
0423-21-117731,New York,Additional Bar,"LEVY PREMIUM FOODSERVICE LP, REST ASSO INC&NY CONV",LEVY@JAVITS CENTER,655 W 34TH ST,NEW YORK,New York,10001,11/12/2025,11/30/2027,POINT (-74.00198 40.75657)
0423-24-120302,Queens,Additional Bar,MCR LGA PROPERTY MANAGEMENT LLC,,LA GUARDIA AIRPORT TERMINAL B,FLUSHING,New York,11371,07/03/2024,06/30/2026,
0423-21-117634,New York,Additional Bar,"LEVY PREMIUM FOODSERVICE LP, REST ASSO INC&NY CONV",LEVY@JAVITS CENTER,655 W 34TH ST,NEW YORK,New York,10001,11/13/2025,11/30/2027,POINT (-74.00198 40.75657)
0426-24-107472,Bronx,Additional Bar-Seasonal,WILDLIFE CONSERVATION SOCIETY,THE PECKING ORDER,2300 SOUTHERN BLVD,BRONX,New York,10460,03/18/2026,10/31/2026,POINT (-73.8819 40.85102)
0423-23-135215,New York,Additional Bar,PIER SIXTY LLC,CURRENT,59 CHELSEA PIERS,NEW YORK,New York,10011,03/13/2025,03/31/2027,POINT (-74.00845 40.74593)
0423-23-133702,Kings,Additional Bar,"BKLYN PIER 1 HOTEL TENANT LP & SH GROUP HOTELS & RESIDENCES U.S., L.L.C.",RES US LLC - ADD BAR HARRIET'S ROOFTOP & LOUNGE,60 FURMAN ST,BROOKLYN,New York,11201,01/03/2025,01/31/2027,POINT (-73.99525 40.70214)
0371-23-130972-06,Queens,Additional Bar-Seasonal,LEVY PREMIUM FOODSERVICE LP,LEVY @ FOREST HILLS STADIUM,69-50 BURNS ST,FOREST HILLS,New York,11375,02/24/2026,10/31/2026,POINT (-73.84724 40.71981)
0423-23-136196,New York,Additional Bar,NYC HOSPITALITY SERVICES LLC,BEER WINE CIDER AND LIQUOR,815 AVENUE OF THE AMERICAS,NEW YORK,New York,10001,02/26/2025,02/28/2027,POINT (-73.99045 40.74614)
0423-22-109655,Queens,Additional Bar,LEVY PREMIUM FOODSERVICE LP,FULL LIQUOR,USTA NATIONAL TENNIS CENTER,FLUSHING,New York,11368,07/31/2024,07/31/2026,
0423-23-131471,New York,Additional Bar,BD STANHOPE LLC,,369 W 16TH ST,NEW YORK,New York,10011,05/23/2025,05/31/2027,POINT (-74.00349 40.74189)
0423-22-107043,New York,Additional Bar,MCCORMICK & SCHMICK RESTAURANT CORP,MASTRO'S STEAKHOUSE,1285 AVENUE OF THE AMERICAS,NEW YORK,New York,10019,02/02/2026,02/29/2028,POINT (-73.97976 40.76078)
0423-23-138434,Bronx,Additional Bar,"LEGENDS HOSPITALITY, LLC & NEW YORK YANKEES PARTNERSHIP",SUITE CLUB 000 LEVEL PUBLIC,ONE EAST 161ST STREET,BRONX,New York,10451,02/24/2025,02/28/2027,POINT (-73.9276 40.82863)
0423-23-130075,New York,Additional Bar,"MSG BEACON, LLC",1ST FL - BEER WINE CIDER LIQUOR,2124 BROADWAY,NEW YORK,New York,10023,03/28/2025,03/31/2027,POINT (-73.98132 40.78049)
0423-22-104807,New York,Additional Bar,23 LEXINGTON TENANT LLC;THE FREEHAND HOTEL COMPANY,LLC;GUEST LAB NYC;HAPPY PLACES-GRAMERCY LLC 23 LEX,23 LEXINGTON AVE,NEW YORK,New York,10010,11/25/2025,11/30/2027,POINT (-73.98449 40.73987)
0423-22-103599,Richmond,Additional Bar,CELEBRATE AT SNUG HARBOR LLC,RELISH CATERERS,1000 RICHMOND TERRACE,STATEN ISLAND,New York,10301,06/13/2024,06/30/2026,POINT (-74.10183 40.64511)
0423-22-105277,Queens,Additional Bar,ROC BEACH LLC,ADD BAR - BACK YARD,115-10 ROCKAWAY BEACH BLVD,ROCKAWAY PARK,New York,11694,08/06/2025,11/30/2026,POINT (-73.83665 40.57998)
0423-22-112225,Kings,Additional Bar,BISTRO SO CORP,REAR BAR - BEER WINE CIDER LIQUOR,530 DRIGGS AVE,BROOKLYN,New York,11211,06/26/2024,06/30/2026,POINT (-73.95593 40.71749)
0423-23-136999,New York,Additional Bar,SAHARA PLAZA LLC,THE PLAZA FOOD HALL BY TODD ENGLISH,1 W 58TH ST,NEW YORK,New York,10019,07/16/2025,07/31/2027,POINT (-73.97427 40.764)
0423-22-113738,New York,Additional Bar,"Thor James Hotel Leaseco LLC & Highgate Hotels, L.P.",Modernhaus Soho/The Signature Room/Veranda/Jumpin Jacks and Jimmy,23 27 GRAND ST,NEW YORK,New York,10013,02/19/2026,02/29/2028,POINT (-74.00467 40.72286)
0423-23-132298,New York,Additional Bar,GARDEN 35TH ST LLC & INTERSTATE MGMT COMPANY LLC,,63 67 W 35TH ST,NEW YORK,New York,10001,01/18/2025,01/31/2027,POINT (-73.98699 40.75032)
0423-23-131598,New York,Additional Bar,"MCGEE'S BAR & GRILL, INC.",ADDL BAR 2ND FLOOR,240 W 55TH STREET,NEW YORK,New York,10019,10/12/2025,10/31/2027,POINT (-73.98284 40.765)
0423-22-112969,New York,Additional Bar,ZUMA NYC LLC,,261 MADISON AVE,NEW YORK,New York,10016,12/11/2024,12/31/2026,POINT (-73.9809 40.75059)
0423-22-107626,Kings,Additional Bar,"GRAND STREET FOOD AND WINE, LLC & NIGHT MOVES BAR, LLC",,295 GRAND ST,BROOKLYN,New York,112211,12/17/2025,01/31/2028,POINT (-73.95738 40.71295)
0423-22-107731,New York,Additional Bar,ERY N TOWER OB DECK MGR LLC;OB DECK TEN LLC & SKY,,30 HUDSON YARD,NEW YORK,New York,10001,01/13/2026,01/31/2028,POINT (-74.00382 40.75332)
0423-23-131556,New York,Additional Bar,"MERCER I LLC, THE",,147 MERCER ST,NEW YORK,New York,10012,06/23/2025,05/31/2027,POINT (-73.99834 40.72491)
0417-22-102452,Queens,Cabaret,DMI INC,KNOCKDOWN CENTER,52-19 FLUSHING AVE,MASPETH,New York,11378,09/08/2025,04/30/2026,POINT (-73.91336 40.71501)
0423-22-113072,Queens,Additional Bar,DMI INC,CELLAR BAR - BEER WINE CIDER LIQUOR,52-19 FLUSHING AVE,MASPETH,New York,11378,04/30/2024,04/30/2026,POINT (-73.91336 40.71501)
0423-21-117565,Kings,Additional Bar,74 WYTHE AVE TENANT LLC,,74 WYTHE AVE,BROOKLYN,New York,11249,02/28/2025,02/28/2027,POINT (-73.95758 40.72215)
0426-24-107471,Bronx,Additional Bar-Seasonal,WILDLIFE CONSERVATION SOCIETY,ZOO BREWS,2300 SOUTHERN BLVD,BRONX,New York,10460,03/18/2026,10/31/2026,POINT (-73.8819 40.85102)
0423-21-117701,New York,Additional Bar,"LEVY PREMIUM FOODSERVICE LP, REST ASSO INC&NY CONV",LEVY@JAVITS CENTER,655 W 34TH ST,NEW YORK,New York,10001,11/13/2025,11/30/2027,POINT (-74.00198 40.75657)
0423-22-110022,Queens,Additional Bar,"Compass Group USA, Inc. & Thompson Hospitality Services, LLC",{PRESIDENTS ROOM BAR},174-10 UNION TPKE,JAMAICA,New York,11432,10/29/2024,10/31/2026,POINT (-73.74006 40.73713)
0370-25-132395-01,New York,Additional Bar,Trackback LLC,,385 Madison Ave,New York,New York,10017,12/26/2025,11/30/2027,POINT (-73.97714 40.75573)
0423-23-136404,Queens,Additional Bar,"Aramark Sports and Entertainment Services, LLC",STERLING LEVEL COFFEE BAR - FULL LIQUOR,126TH STREET AND ROOSEVELT AVE,FLUSHING,New York,11368,02/18/2025,02/28/2027,POINT (-73.84322 40.75535)
0423-23-135092,Bronx,Additional Bar,1776 ATRIUM HOTEL LLC & HUTCH HOSP MGMT LLC,RESIDENCE INN NEW YORK THE BRONX,1776 EASTCHESTER RD,BRONX,New York,10461,03/04/2025,03/31/2027,POINT (-73.84504 40.84923)
0423-22-103323,New York,Additional Bar,CROWN ALLEY LLC,,1590 2ND AVE,NEW YORK,New York,10028,05/24/2024,05/31/2026,POINT (-73.95343 40.77556)
0426-24-107947,New York,Additional Bar-Seasonal,TBCOMMON LLC,(NORTH TERRACE ADD BAR),335 MADISON AVE,NEW YORK,New York,10017,03/09/2026,10/31/2026,POINT (-73.97872 40.75356)
0371-23-130972-21,Queens,Additional Bar-Seasonal,LEVY PREMIUM FOODSERVICE LP,LEVY @ FOREST HILLS STADIUM,69-50 BURNS ST,FOREST HILLS,New York,11375,02/24/2026,10/31/2026,POINT (-73.84724 40.71981)
0423-23-138093,New York,Additional Bar,76 CATERING LLC & GREAT PERFORMANCES/ARTISTS,"AS WAITRESSES, INC / DBA: PARISH HALL",76 TRINITY PL,NEW YORK,New York,10006,07/03/2025,07/31/2027,POINT (-74.01261 40.70831)
0423-23-139429,Bronx,Additional Bar,"LEGENDS HOSPITALITY, LLC & NEW YORK YANKEES PARTNERSHIP",SUITE CLUB 000 LEVEL PUBLIC,ONE EAST 161ST STREET,BRONX,New York,10451,02/24/2025,02/28/2027,POINT (-73.9276 40.82863)
0370-25-130893-01,New York,Additional Bar,Pantheon Prime LLC,Pantheon,94 7th Ave,New York,New York,10011,12/04/2025,11/30/2027,POINT (-73.9989 40.73962)
0423-23-138000,Queens,Additional Bar,MJB ALE HOUSE INC,ROOFTOP BAR CLOSE 3AM,40 12 BELL BLVD,BAYSIDE,New York,11361,01/31/2025,01/31/2027,POINT (-73.77123 40.76408)
0423-23-138727,New York,Additional Bar,160 DYCKMAN REST CORP,,160 DYCKMAN ST,NEW YORK,New York,10040,05/31/2025,05/31/2027,POINT (-73.9262 40.8638)
0423-23-133805,New York,Additional Bar,CROSBY STREET HOTEL LLC,,79 CROSBY STREET,NEW YORK,New York,10012,08/18/2025,08/31/2027,POINT (-73.99762 40.72311)
0423-23-130528,New York,Additional Bar,"Great Performances/Artists as Waitresses, Inc. & Wollman Park Partners LLC",ARTISTS AS WAITRESSES INC AS MGR DBA: WOLLMAN RINK,830 5TH AVE,NEW YORK,New York,10065,10/24/2025,10/31/2027,POINT (-73.97073 40.76739)
0423-21-120163,New York,Additional Bar,"LEVY PREMIUM FOODSERVICE LP, REST ASSO INC&NY CONV",LEVY@JAVITS CENTER,655 W 34TH ST,NEW YORK,New York,10001,11/13/2025,11/30/2027,POINT (-74.00198 40.75657)
